,book_id,goodreads_book_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,category
1492,1493,130580,58,0-060935472,9780060935470.0,Fred Gipson,1956.0,Old Yeller,"Old Yeller (Old Yeller, #1)",en-US,4.06,69815,1289,3193,14512,23807,29260,https://images.gr-assets.com/books/1327940112m/130580.jpg,https://images.gr-assets.com/books/1327940112s/130580.jpg,['other']
1493,1494,773858,27,1416553649,9781416553650.0,Steve Martin,2007.0,Born Standing Up: A Comic's Life,Born Standing Up: A Comic's Life,eng,3.87,60869,1515,3216,15539,25317,18306,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,
1494,1495,87640,7,0-060899190,9780060899200.0,Frank Warren,2005.0,PostSecret: Extraordinary Confessions from Ordinary Lives,PostSecret: Extraordinary Confessions from Ordinary Lives (PostSecret),,4.01,58841,2911,3039,10287,17389,25753,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,['other']
1495,1496,147915,49,0-007119550,9780007119550.0,George R.R. Martin,2000.0,A Storm of Swords: Part 2 Blood and Gold,"A Storm of Swords: Blood and Gold (A Song of Ice and Fire, #3: Part 2 of 2)",eng,4.56,54977,275,572,4041,17151,42134,https://images.gr-assets.com/books/1354567206m/147915.jpg,https://images.gr-assets.com/books/1354567206s/147915.jpg,['other']
1496,1497,348573,90,0-152047379,9780152047380.0,"Mary Norton, Beth Krush, Joe Krush",1952.0,The Borrowers Afield,"The Borrowers (The Borrowers, #1)",,4.02,74820,923,3165,17625,26927,28436,https://images.gr-assets.com/books/1308945559m/348573.jpg,https://images.gr-assets.com/books/1308945559s/348573.jpg,['other']
1497,1498,11602,112,0-340818670,9780340818670.0,Stephen King,1999.0,Hearts in Atlantis,Hearts in Atlantis,eng,3.8,65063,1268,5421,19496,24725,19976,https://images.gr-assets.com/books/1374048926m/11602.jpg,https://images.gr-assets.com/books/1374048926s/11602.jpg,['other']
1498,1499,28587957,46,0-345544951,9780345544960.0,Jodi Picoult,2016.0,,Small Great Things,eng,4.35,73745,1035,2060,9633,33373,51303,https://images.gr-assets.com/books/1468057481m/28587957.jpg,https://images.gr-assets.com/books/1468057481s/28587957.jpg,['other']
1499,1500,11298,146,037571894X,9780375718950.0,"Haruki Murakami, Alfred Birnbaum",1982.0,羊をめぐる冒険 [Hitsujiwomegurubōken],"A Wild Sheep Chase (The Rat, #3)",eng,3.94,55262,561,2882,14590,27275,18141,https://images.gr-assets.com/books/1327908774m/11298.jpg,https://images.gr-assets.com/books/1327908774s/11298.jpg,"['Fiction', 'Mystery & Crime', 'World Literature']"
1500,1501,252499,61,0-743246071,9780743246070.0,Philippa Gregory,2003.0,The Queen's Fool,"The Queen's Fool (The Plantagenet and Tudor Novels, #12)",en-US,3.83,69504,859,4137,21150,29517,19180,https://images.gr-assets.com/books/1399204116m/252499.jpg,https://images.gr-assets.com/books/1399204116s/252499.jpg,['other']
1501,1502,12812550,66,0-316133973,9780316133980.0,Laini Taylor,2012.0,Days of Blood & Starlight,"Days of Blood & Starlight (Daughter of Smoke & Bone, #2)",en-CA,4.21,85746,1604,3200,13879,34953,45395,https://images.gr-assets.com/books/1461353798m/12812550.jpg,https://images.gr-assets.com/books/1461353798s/12812550.jpg,['other']
1502,1503,8682,31,1842430351,9781842430350.0,Tom Robbins,1984.0,Jitterbug Perfume,Jitterbug Perfume,eng,4.24,48277,687,1888,7929,17887,26905,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,
1503,1504,144350,61,0-399244573,9780399244580.0,John Flanagan,2006.0,"The Battle for Skandia (Ranger's Apprentice, #4)","The Battle for Skandia (Ranger's Apprentice, #4)",en-US,4.32,60959,594,1365,8641,21627,34441,https://images.gr-assets.com/books/1294443954m/144350.jpg,https://images.gr-assets.com/books/1294443954s/144350.jpg,['other']
1504,1505,10576365,41,1423157370,9781423157370.0,Alexandra Bracken,2012.0,The Darkest Minds,"The Darkest Minds (The Darkest Minds, #1)",eng,4.26,83886,1380,3193,11844,28768,45587,https://images.gr-assets.com/books/1343178841m/10576365.jpg,https://images.gr-assets.com/books/1343178841s/10576365.jpg,
1505,1506,1427,154,0-060832819,9780060832810.0,"Paulo Coelho, Margaret Jull Costa",2005.0,O Zahir,The Zahir,eng,3.56,50921,2677,6561,16568,16990,13251,https://images.gr-assets.com/books/1493044059m/1427.jpg,https://images.gr-assets.com/books/1493044059s/1427.jpg,['other']
1506,1507,1134122,116,1416560610,9781416560620.0,Norman Vincent Peale,1952.0,The Power of Positive Thinking,The Power of Positive Thinking,eng,4.08,52704,1265,2426,10192,17315,23318,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,
1507,1508,23346377,58,1846558913,9781846558920.0,Ruth Ware,2015.0,"In a Dark, Dark Wood ","In a Dark, Dark Wood",eng,3.65,67344,1904,6968,26321,32390,16588,https://images.gr-assets.com/books/1429521615m/23346377.jpg,https://images.gr-assets.com/books/1429521615s/23346377.jpg,"['Women Novelists, English', 'Female Friendship', 'Murder', 'Investigation']"
1508,1509,17728,602,1844082938,9781844082930.0,"Edith Wharton, Nina Bawden",1905.0,The House of Mirth,The House of Mirth,eng,3.94,60611,1731,3912,14142,24545,23384,https://images.gr-assets.com/books/1328729186m/17728.jpg,https://images.gr-assets.com/books/1328729186s/17728.jpg,
1509,1510,2454986,22,0-345501330,9780345501330.0,"Hiro Mashima, William Flanagan",2006.0,Fairy Tail 1,"Fairy Tail, Vol. 1 (Fairy Tail, #1)",eng,4.4,65477,1092,2055,7476,14494,41177,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,['other']
1510,1511,21535271,56,0-756410436,9780756410440.0,"Patrick Rothfuss, Nate  Taylor",2014.0,The Slow Regard of Silent Things,The Slow Regard of Silent Things (The Kingkiller Chronicle #2.5),eng,3.92,57716,2506,5300,14205,22248,26391,https://images.gr-assets.com/books/1398466695m/21535271.jpg,https://images.gr-assets.com/books/1398466695s/21535271.jpg,['other']
1511,1512,18478222,749,1512316180,9780989794800.0,Solomon Northup,1853.0,Twelve Years a Slave,Twelve Years a Slave,eng,4.15,39758,1035,2266,10046,23893,27654,https://images.gr-assets.com/books/1378793462m/18478222.jpg,https://images.gr-assets.com/books/1378793462s/18478222.jpg,
1512,1513,7046495,46,0-451229851,9780451229850.0,J.R. Ward,2010.0,"Lover Avenged, part one","Lover Mine (Black Dagger Brotherhood, #8)",eng,4.41,82824,616,1846,9925,25598,52094,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,['other']
1513,1514,17780,86,0-141001828,9780141001820.0,Nathaniel Philbrick,1999.0,In the Heart of the Sea: The Tragedy of the Whaleship Essex,In the Heart of the Sea: The Tragedy of the Whaleship Essex,en-US,4.16,57259,743,1672,9369,24755,24606,https://images.gr-assets.com/books/1335902168m/17780.jpg,https://images.gr-assets.com/books/1335902168s/17780.jpg,['other']
1514,1515,81227,57,0-743289684,9780743289690.0,Ayaan Hirsi Ali,2006.0,Infidel,Infidel,eng,4.2,58432,1168,1891,8759,22116,28228,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,['other']
1515,1516,242472,103,1400063515,9781400063510.0,Nassim Nicholas Taleb,2007.0,The Black Swan: The Impact of the Highly Improbable,The Black Swan: The Impact of the Highly Improbable,eng,3.88,53586,1861,4036,12599,20887,19383,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,
1516,1517,13281368,75,0-345504984,9780345504980.0,Justin Cronin,2012.0,The Twelve,"The Twelve (The Passage, #2)",eng,3.98,56756,660,2845,14411,28633,21058,https://images.gr-assets.com/books/1331230956m/13281368.jpg,https://images.gr-assets.com/books/1331230956s/13281368.jpg,['other']
1517,1518,17125,264,0-374529523,9780374529530.0,"Aleksandr Solzhenitsyn, H.T. Willetts",1962.0,Один день Ивана Денисовича,One Day in the Life of Ivan Denisovich,eng,3.94,61678,1147,3666,16109,28201,22915,https://images.gr-assets.com/books/1427731744m/17125.jpg,https://images.gr-assets.com/books/1427731744s/17125.jpg,['other']
1518,1519,827,58,0-553380966,9780553380960.0,Neal Stephenson,1995.0,The Diamond Age,"The Diamond Age: or, A Young Lady's Illustrated Primer",eng,4.19,61836,602,2255,10287,24102,29375,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,['other']
1519,1520,164154,118,0-060892994,9780060893000.0,Walter M. Miller Jr.,1959.0,A Canticle for Leibowitz,A Canticle for Leibowitz,eng,3.97,66721,1579,4264,14698,25329,26118,https://images.gr-assets.com/books/1450516880m/164154.jpg,https://images.gr-assets.com/books/1450516880s/164154.jpg,['other']
1520,1521,7728,423,1580493882,9781580493890.0,"Sophocles, J.E. Thomas",-441.0,Ἀντιγόνη,"Antigone (The Theban Plays, #3)",eng,3.6,67608,1881,8279,25895,25697,16783,https://images.gr-assets.com/books/1486701308m/7728.jpg,https://images.gr-assets.com/books/1486701308s/7728.jpg,
1521,1522,4954833,86,1439138311,9781439138310.0,Colm Tóibín,2009.0,Brooklyn,Brooklyn,eng,3.63,55459,1042,5940,21904,27255,11681,https://images.gr-assets.com/books/1489957005m/4954833.jpg,https://images.gr-assets.com/books/1489957005s/4954833.jpg,"['Irish', 'Irish--United States--Fiction', 'Women immigrants', 'Women immigrants--Fiction', 'Homecoming', 'Homecoming--Fiction', 'History', 'PR6070.O455 B76 2009', '823/.914']"
1522,1523,8525590,44,1442409053,9781442409060.0,Lauren DeStefano,2011.0,Wither,"Wither (The Chemical Garden, #1)",eng,3.81,84776,3105,7449,20924,28676,28503,https://images.gr-assets.com/books/1341532430m/8525590.jpg,https://images.gr-assets.com/books/1341532430s/8525590.jpg,
1523,1524,27161156,30,0-062300547,9780062300550.0,J.D. Vance,2016.0,Hillbilly Elegy. A Memoir of a Family and Culture in Crisis,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,eng,3.99,80737,1429,4680,21299,44927,33435,https://images.gr-assets.com/books/1463569814m/27161156.jpg,https://images.gr-assets.com/books/1463569814s/27161156.jpg,['other']
1524,1525,113435,55,0-312864590,9780312864590.0,Robert Jordan,2003.0,Crossroads of Twilight,"Crossroads of Twilight (Wheel of Time, #10)",en-US,3.82,61361,2097,5975,16531,21644,22232,https://images.gr-assets.com/books/1408325146m/113435.jpg,https://images.gr-assets.com/books/1408325146s/113435.jpg,['other']
1525,1526,35220,800,1580495869,9781580495870.0,Stephen Crane,1871.0,The Red Badge of Courage,The Red Badge of Courage,eng,3.21,68448,6036,12395,26446,20066,10032,https://images.gr-assets.com/books/1327936136m/35220.jpg,https://images.gr-assets.com/books/1327936136s/35220.jpg,
1526,1527,21413662,59,0-544272994,9780544273000.0,Randall Munroe,2014.0,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,eng,4.17,60236,1387,2708,10945,24313,32476,https://images.gr-assets.com/books/1451351509m/21413662.jpg,https://images.gr-assets.com/books/1451351509s/21413662.jpg,['other']
1527,1528,55399,64,0-765348780,9780765348780.0,Steven Erikson,1999.0,Gardens of the Moon,"Gardens of the Moon (The Malazan Book of the Fallen, #1)",eng,3.85,57993,2616,4780,13280,22849,21129,https://images.gr-assets.com/books/1355144064m/55399.jpg,https://images.gr-assets.com/books/1355144064s/55399.jpg,['other']
1528,1529,816720,133,0-007251866,9780007251860.0,Paulo Coelho,2006.0,A Bruxa de Portobello,The Witch Of Portobello,eng,3.51,51461,2660,7458,18085,17116,12755,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,['other']
1529,1530,77276,20,0-440401585,9780440401580.0,Madeleine L'Engle,1978.0,A Swiftly Tilting Planet,"A Swiftly Tilting Planet (A Wrinkle in Time Quintet, #3)",eng,4.13,75851,891,2666,15130,28633,33598,https://images.gr-assets.com/books/1327465278m/77276.jpg,https://images.gr-assets.com/books/1327465278s/77276.jpg,['other']
1530,1531,262430,75,043977134X,9780439771340.0,Suzanne Collins,2003.0,Gregor the Overlander,"Gregor the Overlander (Underland Chronicles, #1)",eng,3.99,66823,1705,3653,14937,25516,26675,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,
1531,1532,8554005,52,1439102724,9781439102720.0,Jodi Picoult,2011.0,Sing You Home,Sing You Home,en-US,3.76,62494,1770,5345,18571,24791,17870,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,
1532,1533,31336,65,0-345419634,9780345419640.0,Anne Rice,1992.0,The Tale of the Body Thief,"The Tale of the Body Thief (The Vampire Chronicles, #4)",en-US,3.7,67267,1427,6552,22211,23262,18316,https://images.gr-assets.com/books/1361577271m/31336.jpg,https://images.gr-assets.com/books/1361577271s/31336.jpg,['other']
1533,1534,15158,90,0-446615625,9780446615620.0,David Baldacci,2005.0,The Camel Club,"The Camel Club (Camel Club, #1)",eng,4.02,58973,886,2571,12705,25005,21973,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,['other']
1534,1535,33676,73,0-316155608,9780316155600.0,James Patterson,2006.0,Saving The World and Other Extreme Sports,"Saving the World and Other Extreme Sports (Maximum Ride, #3)",en-US,4.16,75436,1081,3410,14312,24389,36922,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,['other']
1535,1536,43892,57,0-812551478,9780812551470.0,Terry Goodkind,1996.0,Blood of the Fold,"Blood of the Fold (Sword of Truth, #3)",en-US,3.98,60624,1009,3226,14259,23434,22725,https://images.gr-assets.com/books/1443563626m/43892.jpg,https://images.gr-assets.com/books/1443563626s/43892.jpg,['other']
1536,1537,16180,76,0-743272501,9780743272510.0,Philippa Gregory,2006.0,The Boleyn Inheritance,"The Boleyn Inheritance (The Plantagenet and Tudor Novels, #10)",eng,3.84,62135,506,3336,20312,29721,17195,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,['other']
1537,1538,22501028,47,0-385683421,9780385683420.0,Anne Tyler,2015.0,A Spool of Blue Thread,A Spool of Blue Thread,eng,3.4,42339,2302,7578,21930,20780,7744,https://images.gr-assets.com/books/1451435883m/22501028.jpg,https://images.gr-assets.com/books/1451435883s/22501028.jpg,['other']
1538,1539,30555488,48,0-385542364,9780385542360.0,Colson Whitehead,2016.0,The Underground Railroad,The Underground Railroad,eng,4.04,72052,1259,3885,16777,38456,31719,https://images.gr-assets.com/books/1493178362m/30555488.jpg,https://images.gr-assets.com/books/1493178362s/30555488.jpg,['other']
1539,1540,106085,39,0-786838930,9780786838940.0,Melissa de la Cruz,2007.0,Masquerade,"Masquerade (Blue Bloods, #2)",en-US,3.91,76598,1493,5298,19716,25177,27989,https://images.gr-assets.com/books/1322287499m/106085.jpg,https://images.gr-assets.com/books/1322287499s/106085.jpg,['other']
1540,1541,8685612,35,0-373210183,9780373210180.0,Julie Kagawa,2011.0,The Iron Queen,"The Iron Queen (The Iron Fey, #3)",eng,4.24,82373,1217,2819,12701,25786,42608,https://images.gr-assets.com/books/1321070331m/8685612.jpg,https://images.gr-assets.com/books/1321070331s/8685612.jpg,['other']
1541,1542,16034964,41,0-988393506,9780988393510.0,Cora Carmack,2012.0,Losing It,"Losing It (Losing It, #1)",eng,3.77,84438,2396,7028,24581,32744,24526,https://images.gr-assets.com/books/1348459319m/16034964.jpg,https://images.gr-assets.com/books/1348459319s/16034964.jpg,['other']
1542,1543,13573236,87,0-385535144,9780385535140.0,John Grisham,2012.0,The Racketeer,The Racketeer,,3.79,48286,939,4252,18459,27477,15518,https://images.gr-assets.com/books/1344371438m/13573236.jpg,https://images.gr-assets.com/books/1344371438s/13573236.jpg,['other']
1543,1544,6192,126,0-143036378,9780143036370.0,J.M. Coetzee,1999.0,Disgrace,Disgrace,eng,3.83,50422,1369,4284,14721,25122,16891,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,['other']
1544,1545,776407,146,0-525444440,9780525444440.0,"A.A. Milne, Ernest H. Shepard",1928.0,The House at Pooh Corner,"The House at Pooh Corner (Winnie-the-Pooh, #2)",en-US,4.36,69102,689,1444,9318,20394,39693,https://images.gr-assets.com/books/1348195621m/776407.jpg,https://images.gr-assets.com/books/1348195621s/776407.jpg,['other']
1545,1546,7165300,42,0-316075558,9780316075560.0,Brent Weeks,2010.0,The Black Prism,"The Black Prism (Lightbringer, #1)",en-US,4.24,58906,827,2039,8245,24370,30392,https://images.gr-assets.com/books/1327921884m/7165300.jpg,https://images.gr-assets.com/books/1327921884s/7165300.jpg,['other']
1546,1547,6976,48,0-143036696,9780143036690.0,Sue Monk Kidd,2004.0,The Mermaid Chair,The Mermaid Chair,eng,3.1,62760,4807,13288,24684,16305,6612,https://images.gr-assets.com/books/1388259308m/6976.jpg,https://images.gr-assets.com/books/1388259308s/6976.jpg,['other']
1547,1548,537296,49,0-064440206,9780064440200.0,Arnold Lobel,1970.0,Frog and Toad Are Friends,"Frog and Toad Are Friends (Frog and Toad, #1)",eng,4.18,70119,1041,2915,12966,19278,34505,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,['other']
1548,1549,324277,56,0-064410129,9780064410120.0,"Lemony Snicket, Brett Helquist",2002.0,The Carnivorous Carnival,"The Carnivorous Carnival (A Series of Unfortunate Events, #9)",en-US,3.97,83981,942,4280,21100,31005,29567,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,['other']
1549,1550,6574102,42,1423116399,9781423116390.0,Ally Carter,2010.0,Heist Society,"Heist Society (Heist Society, #1)",en-US,3.91,75834,2617,5001,16839,25668,28024,https://images.gr-assets.com/books/1359254479m/6574102.jpg,https://images.gr-assets.com/books/1359254479s/6574102.jpg,"['Art Thefts', 'Detective And Mystery Stories', 'Swindlers And Swindling', 'Wealth']"
1550,1551,29437949,62,1250121000,9781250121000.0,B.A. Paris,2016.0,Behind Closed Doors,Behind Closed Doors,eng,3.93,57865,2944,6308,20514,37908,35177,https://images.gr-assets.com/books/1458854462m/29437949.jpg,https://images.gr-assets.com/books/1458854462s/29437949.jpg,"['Spouses', 'Spouses--Fiction', 'Couples', 'Couples--Fiction', 'Marriage', 'Marriage--Fiction', 'Secrecy', 'Secrecy--Fiction', 'FICTION / Suspense', 'Abused women', 'Abusive men', 'Family secrets', 'Marital conflict', 'Married people', 'Spousal abuse', 'PR9105.9.P34 B44 2016', '823/.92', 'FIC030000']"
1551,1552,682804,64,0-345348109,9780345348100.0,Michael Shaara,1974.0,The Killer Angels,"The Killer Angels (The Civil War Trilogy, #2)",en-US,4.3,58372,715,1727,7747,20361,32231,https://images.gr-assets.com/books/1355371689m/682804.jpg,https://images.gr-assets.com/books/1355371689s/682804.jpg,['other']
1552,1553,30274,51,0-425201392,9780425201400.0,Laurell K. Hamilton,1995.0,"Circus of the Damned (Anita Blake, Vampire Hunter, #3)","Circus of the Damned (Anita Blake, Vampire Hunter, #3)",en-US,4.16,73883,780,2522,14606,27469,35077,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,['other']
1553,1554,59264,70,0-786818611,9780786818620.0,Jonathan Stroud,2006.0,Ptolemy's Gate,"Ptolemy's Gate (Bartimaeus, #3)",eng,4.24,63838,959,1972,9826,22917,33159,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,['other']
1554,1555,29981,680,0-553214322,9780553214320.0,H.G. Wells,1896.0,The Island of Dr. Moreau,The Island of Dr. Moreau,eng,3.72,60346,897,5007,22375,27122,15162,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,['other']
1555,1556,13362536,42,1620610094,9781620610090.0,Jennifer L. Armentrout,2012.0,Opal,"Opal (Lux, #3)",,4.34,92014,1079,2588,11790,28917,53694,https://images.gr-assets.com/books/1348200300m/13362536.jpg,https://images.gr-assets.com/books/1348200300s/13362536.jpg,"['Teenagers', 'Extraterrestrial Beings']"
1556,1557,6512154,54,1934781630,9781934781630.0,Dave Eggers,2008.0,Zeitoun,Zeitoun,,4.08,55398,760,2129,10245,25365,21637,https://images.gr-assets.com/books/1296580156m/6512154.jpg,https://images.gr-assets.com/books/1296580156s/6512154.jpg,"['Zeitoun, Abdulrahman , 1957-', 'Arab Americans--Social conditions', 'Muslims', 'Muslims--United States', 'Hurricane Katrina, 2005--Social aspects', 'Disaster victims', 'Disaster victims--Louisiana--New Orleans--Biography', 'Wervelstormen', 'Overstromingen', 'Slachtoffers', 'Islamieten', 'Rassendiscriminatie', 'Sociale aspecten', 'Disasters', 'Arabs', 'Cyclonic Storms', 'History', 'E184.A65 E34 2009', '976.335064 E29z', '15.85']"
1557,1558,6609765,41,141697170X,9781416971700.0,Sharon M. Draper,2010.0,Out of My Mind,Out of My Mind,en-US,4.37,63756,547,1483,7956,21472,38115,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"[""Children's Fiction"", 'Family']"
1558,1559,12716010,59,0985363312,9780985363314,Lauren Kate,2012.0,Rapture,"Rapture (Fallen, #4)",eng,4.03,79360,2222,5420,16312,24191,36222,https://images.gr-assets.com/books/1362339818m/12716010.jpg,https://images.gr-assets.com/books/1362339818s/12716010.jpg,
1559,1560,8564935,68,1453688935,9781453688940.0,Amanda Hocking,2010.0,Switched,"Switched (Trylle, #1)",eng,3.89,45319,2318,5578,18540,26661,27622,https://images.gr-assets.com/books/1288828865m/8564935.jpg,https://images.gr-assets.com/books/1288828865s/8564935.jpg,
1560,1561,130440,330,0-679774386,9780679774390.0,"Boris Pasternak, Max Hayward, Manya Harari, John Bayley",1957.0,Доктор Живаго,Doctor Zhivago,eng,4.03,59973,1257,3530,12593,23103,25691,https://images.gr-assets.com/books/1385508725m/130440.jpg,https://images.gr-assets.com/books/1385508725s/130440.jpg,['other']
1561,1562,22609310,28,1476791457,9781476791460.0,Colleen Hoover,2015.0,,Confess,en-GB,4.25,72611,1122,2934,12186,27722,42896,https://images.gr-assets.com/books/1412280173m/22609310.jpg,https://images.gr-assets.com/books/1412280173s/22609310.jpg,
1562,1563,15034320,62,1469216000,9781469216000.0,Blake Crouch,2012.0,Pines,"Pines (Wayward Pines, #1)",,3.88,34789,1420,3550,13928,25010,18149,https://images.gr-assets.com/books/1350740525m/15034320.jpg,https://images.gr-assets.com/books/1350740525s/15034320.jpg,
1563,1564,7675,83,0-099303744,9780099303750.0,Michael Crichton,1994.0,Disclosure,Disclosure,,3.76,57818,924,4157,18087,22292,14596,https://images.gr-assets.com/books/1398678136m/7675.jpg,https://images.gr-assets.com/books/1398678136s/7675.jpg,['other']
1564,1565,12875355,79,0-307959856,9780307959850.0,P.D. James,2012.0,Death Comes to Pemberley,Death Comes to Pemberley,eng,3.21,65906,5576,13652,25738,19180,10635,https://images.gr-assets.com/books/1318936579m/12875355.jpg,https://images.gr-assets.com/books/1318936579s/12875355.jpg,['other']
1565,1566,5246,529,0-142437808,9780142437800.0,Edith Wharton,1911.0,Ethan Frome,Ethan Frome,eng,3.35,72421,7015,11389,24161,24061,15131,https://images.gr-assets.com/books/1389822254m/5246.jpg,https://images.gr-assets.com/books/1389822254s/5246.jpg,['other']
1566,1567,5205,30,0-385720106,9780385720110.0,"Jane Hamilton, Frank  Muller, C.J. Critt",1992.0,A Map of the World,A Map of the World,en-GB,3.78,61347,1350,4011,17161,23967,15620,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,['other']
1567,1568,27362503,19,1471156265,,Colleen Hoover,2016.0,It Ends with Us,It Ends with Us,eng,4.44,80433,1172,2155,8566,24847,58175,https://images.gr-assets.com/books/1470427482m/27362503.jpg,https://images.gr-assets.com/books/1470427482s/27362503.jpg,
1568,1569,143534,2,141693586X,9781416935860.0,"O. Henry, Lisbeth Zwerger",1905.0,The Gift of the Magi,The Gift of the Magi,eng,4.07,66537,923,2968,14163,24466,27981,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"[""Children's Fiction"", 'Classics']"
1569,1570,7442,45,0-553380648,9780553380640.0,Tom Wolfe,1968.0,The Electric Kool-Aid Acid Test,The Electric Kool-Aid Acid Test,en-US,3.92,54848,982,3287,13596,21988,18401,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,['other']
1570,1571,7437,139,0-802140181,9780802140180.0,"William S. Burroughs, James Grauerholz, Barry  Miles",1959.0,The Naked Lunch,Naked Lunch,en-US,3.46,55473,4627,7799,17322,18615,13406,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,['other']
