,user_id,science_fiction,adventures,drama,history,infantile,juvenile,humor,woman,thriller,horror,love,suspense,other
5539,7850,163,21,180,66,71,97,0,20,22,22,40,22,230
5540,5998,309,26,327,66,123,208,44,41,26,24,36,36,185
5541,939,276,12,255,50,98,226,16,22,6,4,23,12,123
5542,7853,208,30,273,116,52,88,8,24,20,0,29,44,154
5543,461,347,26,385,151,154,204,0,77,36,12,90,74,219
5544,3226,252,26,273,89,94,126,8,33,18,30,47,20,142
5545,7854,115,0,149,90,60,42,0,28,6,0,21,12,166
5546,7855,127,26,108,16,48,148,24,6,2,0,3,2,62
5547,4754,251,24,256,18,100,152,26,12,16,32,43,22,123
5548,7856,320,32,262,67,87,158,14,0,6,46,5,10,178
5549,7857,361,28,357,88,147,200,4,26,20,6,35,76,96
5550,541,382,30,330,24,16,16,59,13,8,14,13,24,89
5551,7858,255,42,267,52,62,86,44,24,16,48,40,16,153
5552,7744,214,10,341,132,150,112,10,40,30,0,85,0,181
5553,7860,391,38,340,131,209,354,25,40,10,38,65,30,193
5554,6014,231,12,236,66,68,160,28,38,8,0,19,16,164
5555,5025,188,0,205,66,31,56,0,30,0,0,23,20,153
5556,4011,207,0,212,52,110,212,10,23,0,8,29,14,89
5557,7863,155,18,261,62,67,96,6,34,18,0,38,24,197
5558,7350,315,20,287,66,48,130,74,14,0,28,36,18,86
5559,7864,248,0,219,30,14,20,0,0,4,0,8,0,62
5560,7865,306,14,285,96,88,150,24,0,6,48,45,32,141
5561,7200,159,22,190,22,54,132,16,38,6,18,18,14,126
5562,7869,136,18,170,47,48,70,8,25,8,12,31,18,168
5563,7766,178,22,229,73,64,56,0,12,36,0,44,48,227
5564,7773,282,22,256,112,84,110,14,12,12,28,32,24,148
5565,7871,73,6,76,36,35,40,4,20,10,18,22,12,84
5566,7867,494,42,400,84,138,294,28,28,6,20,38,40,163
5567,7873,190,24,210,30,161,186,40,26,20,4,33,20,229
5568,7734,235,26,241,159,83,110,10,32,20,28,32,40,264
5569,7841,197,28,197,54,48,56,6,12,12,0,20,56,122
5570,7874,136,10,187,38,60,41,4,6,12,0,30,14,190
5571,7876,255,10,261,115,139,237,14,39,0,30,56,26,92
5572,6418,261,36,243,18,45,134,28,0,0,46,23,18,81
5573,7878,183,8,217,35,125,200,26,42,2,20,63,0,104
5574,7879,206,6,189,62,64,84,8,34,16,30,25,28,154
5575,7880,42,0,57,10,10,28,0,10,10,0,15,16,82
5576,7881,124,8,147,51,6,28,0,0,10,0,13,10,154
5577,7870,208,6,190,40,26,194,6,4,8,14,18,28,129
5578,7882,306,18,263,94,142,288,8,12,10,16,30,26,95
5579,5848,222,8,239,123,85,195,0,11,0,0,31,6,248
5580,7886,379,28,303,133,73,144,28,28,28,10,24,68,148
5581,7887,245,18,259,49,111,152,10,65,12,20,106,36,174
5582,6715,317,22,329,144,194,168,28,30,16,6,42,36,374
5583,7888,181,20,148,67,100,170,2,32,10,26,48,28,64
5584,7891,223,28,249,138,98,56,8,15,0,0,30,10,174
5585,5420,310,56,245,82,156,290,34,14,0,0,5,28,83
5586,7893,187,10,251,58,62,85,8,40,12,0,52,12,218
5587,7896,513,38,433,70,126,184,38,20,20,36,59,44,142
5588,7897,181,16,193,64,57,54,8,33,20,14,36,26,187
5589,2264,65,0,102,67,14,18,0,0,0,0,7,0,154
5590,7895,239,6,241,41,89,260,11,0,0,12,13,20,112
5591,5074,79,8,109,11,25,21,0,15,8,12,18,14,75
5592,5493,338,20,337,122,87,204,0,26,14,2,67,34,175
5593,7899,207,36,199,82,54,70,18,14,18,10,28,38,132
5594,7901,142,0,138,6,16,44,6,0,0,22,11,14,95
5595,7884,126,8,146,58,11,17,0,0,20,8,8,14,123
5596,7904,213,14,227,72,106,72,40,24,16,0,32,34,269
5597,1995,244,0,201,29,11,34,12,0,14,42,8,26,84
5598,984,218,14,238,88,69,72,6,23,0,8,56,0,176
5599,4722,282,63,265,89,87,132,16,38,10,14,49,24,113
5600,7905,292,8,319,176,105,192,8,28,31,10,54,53,265
5601,7907,278,12,274,58,110,203,16,24,10,18,46,22,170
5602,7908,253,30,251,105,111,94,0,35,10,8,57,34,223
5603,7063,346,28,317,20,33,142,6,19,24,22,34,42,79
5604,4748,292,26,252,9,71,192,6,13,6,32,34,6,67
5605,7911,207,22,196,104,96,88,14,10,30,10,59,52,113
5606,165,263,24,232,40,79,106,26,14,0,28,34,14,83
5607,7912,277,8,233,109,58,130,6,6,14,8,38,14,132
5608,3279,194,10,259,56,70,72,8,11,8,0,29,18,134
5609,6126,232,22,227,32,141,266,18,20,16,6,18,8,199
5610,3680,225,0,205,6,0,6,0,20,6,34,18,20,8
5611,6557,187,6,159,35,57,112,0,10,4,18,25,32,46
5612,7913,463,40,455,64,52,139,10,44,20,126,59,30,130
5613,2097,241,24,261,50,74,270,20,28,22,0,34,14,203
5614,7914,146,10,206,55,80,48,0,8,16,0,58,16,192
5615,3866,282,28,301,64,109,98,28,32,38,42,88,32,84
5616,7917,230,40,222,73,170,184,32,22,20,20,38,24,159
5617,7918,163,10,199,54,85,118,0,32,10,10,42,16,199
5618,7919,107,12,110,29,14,44,14,0,0,4,0,0,193
5619,7920,165,0,176,72,60,72,10,44,18,0,57,26,177
5620,7921,176,12,196,96,98,82,9,10,4,10,15,42,208
5621,6069,202,16,188,31,129,176,22,24,8,0,21,8,251
5622,7898,213,6,180,39,26,68,12,12,0,14,2,6,70
5623,7922,146,14,172,82,63,64,4,9,0,10,36,12,194
5624,7923,149,10,165,81,10,24,12,24,10,0,16,20,179
5625,7926,250,6,250,96,152,168,16,34,16,24,69,36,185
5626,7924,174,36,176,56,41,56,20,32,0,8,28,10,165
5627,7927,269,30,240,74,77,94,10,29,24,114,33,26,122
5628,6734,120,12,150,71,42,46,8,23,6,14,45,0,171
5629,7930,346,56,339,123,129,150,22,60,44,22,97,46,198
5630,5132,167,12,165,35,36,60,16,6,6,0,16,44,33
5631,7933,115,16,130,51,42,62,12,38,16,12,45,18,114
5632,7934,390,48,329,86,178,452,22,16,0,26,40,20,98
5633,910,252,32,227,52,52,167,14,12,24,30,22,42,134
5634,7935,143,0,191,79,106,110,36,44,0,0,55,0,157
5635,7936,181,8,225,107,115,80,0,32,4,14,53,4,150
5636,7937,175,12,227,35,52,84,16,27,26,0,46,40,279
5637,7938,128,0,122,30,4,20,10,22,18,4,9,26,208
5638,7943,206,36,176,108,103,73,18,10,29,8,14,29,131
5639,7903,285,30,258,51,101,336,48,25,6,50,39,10,47
5640,7944,279,48,240,102,80,74,32,24,36,44,45,32,164
5641,4073,336,28,313,40,107,212,18,14,14,12,21,30,73
5642,7950,223,28,195,111,130,130,20,18,0,30,57,20,177
5643,7562,16,0,28,12,16,6,6,6,0,0,6,0,49
5644,7951,258,28,268,99,125,192,14,5,8,30,56,36,154
5645,7953,346,20,328,76,90,132,22,17,42,52,22,48,156
5646,7954,359,44,344,138,169,376,30,36,10,8,75,30,79
5647,7955,346,62,355,215,160,172,30,83,8,22,77,44,310
5648,7786,201,12,222,38,53,32,0,29,44,0,28,79,207
5649,7958,149,8,173,96,48,26,0,16,0,0,21,6,250
5650,5572,300,26,290,91,125,286,0,29,20,22,54,20,148
5651,7960,241,10,250,63,57,71,0,23,38,6,23,70,132
5652,6714,236,12,234,68,55,140,21,14,6,10,48,16,151
5653,7963,242,13,245,57,3,31,15,17,18,6,12,32,131
5654,7211,335,40,343,113,131,142,16,26,30,28,68,30,212
5655,7964,344,8,312,22,6,42,18,0,0,18,10,0,20
5656,7966,265,36,240,73,42,30,18,22,36,36,17,40,147
5657,6761,312,20,289,48,60,126,20,22,0,0,45,4,99
5658,7969,205,0,214,79,84,112,20,7,2,0,35,30,277
5659,7970,331,0,367,154,122,80,10,56,28,0,73,26,380
5660,7972,154,10,212,43,50,98,0,8,11,12,7,6,263
5661,7975,219,0,270,104,120,45,0,49,0,0,47,24,217
5662,7976,299,30,312,124,151,157,4,49,20,22,66,74,264
5663,7977,192,10,179,58,30,82,8,10,12,28,22,22,110
5664,3182,228,26,264,40,56,213,16,24,14,8,42,14,87
5665,7946,309,12,269,44,64,134,30,6,0,10,6,0,79
5666,7979,389,24,390,220,196,140,26,35,18,10,87,56,318
5667,7980,242,16,262,76,111,268,52,36,6,30,60,6,115
5668,5514,126,14,134,54,86,88,24,21,10,0,25,6,199
5669,7244,285,8,275,105,35,70,8,10,0,0,13,18,121
5670,7981,153,0,197,28,146,103,10,25,0,0,42,0,229
5671,7982,394,20,370,85,92,184,10,14,0,10,19,20,82
5672,7983,201,22,195,67,108,106,10,11,0,0,21,16,190
5673,7984,183,6,193,92,59,128,12,30,6,10,38,12,185
5674,7985,110,28,127,12,24,42,12,10,0,16,16,8,183
5675,7989,167,18,162,21,39,62,10,0,0,8,10,8,172
5676,7990,171,10,234,98,90,78,0,78,8,6,56,8,160
5677,7992,281,46,273,121,67,73,24,32,16,18,19,30,254
5678,7993,280,36,300,144,136,132,16,76,18,20,65,48,192
5679,7994,205,6,230,90,70,78,26,6,24,26,22,26,284
5680,6707,282,12,312,170,190,141,30,58,36,18,76,56,293
5681,5608,209,11,237,57,55,120,0,37,8,8,33,14,98
5682,7999,193,26,242,108,62,110,24,30,22,8,37,26,292
5683,7995,198,8,194,24,72,288,16,4,0,6,25,8,72
5684,8001,242,22,233,120,72,87,68,24,24,12,30,40,194
5685,8002,225,16,256,156,114,145,14,46,12,8,37,40,261
5686,8003,292,28,317,157,165,176,28,56,10,24,72,30,265
5687,7583,377,22,320,44,26,70,8,0,30,66,16,40,53
5688,7004,352,26,344,106,163,201,20,58,32,20,65,56,311
5689,8008,196,0,210,36,71,92,0,44,14,26,89,8,245
5690,8009,285,46,295,82,129,172,10,28,20,28,74,56,115
5691,8010,376,32,369,104,133,206,26,39,14,44,55,36,174
5692,8012,277,8,301,56,67,228,16,34,18,38,54,48,81
5693,7845,260,31,253,93,53,76,16,37,20,20,36,36,161
5694,8014,198,30,221,113,132,148,30,37,0,8,39,18,189
5695,6032,123,8,140,54,75,68,6,58,16,0,50,22,139
5696,8016,222,28,239,112,117,96,4,33,6,8,42,26,164
5697,7987,178,12,233,73,65,97,14,4,8,0,37,4,156
5698,8015,176,4,220,53,83,61,0,32,32,8,75,57,117
5699,8018,382,30,313,60,146,470,40,10,0,30,25,36,97
5700,8019,289,24,314,84,146,406,44,32,0,22,63,18,122
5701,8021,271,0,290,73,173,253,32,47,24,24,97,22,209
5702,8022,277,34,263,27,45,83,13,8,10,8,20,28,224
5703,8024,192,16,241,82,81,67,0,25,0,14,42,0,133
5704,8025,153,14,171,38,42,46,0,78,8,0,80,8,62
5705,6977,210,14,203,49,35,90,0,16,7,29,21,10,73
5706,39,212,34,189,82,22,52,6,16,0,16,23,8,93
5707,3900,251,14,236,52,37,62,18,40,14,18,51,20,143
5708,5379,369,26,366,120,184,348,73,42,10,14,81,44,263
5709,1625,187,34,203,91,141,148,30,34,32,10,50,48,204
5710,8028,248,20,264,86,126,114,16,48,20,0,55,24,241
5711,7118,311,29,300,52,58,120,10,12,42,0,24,84,86
5712,5754,326,74,259,129,73,167,0,6,20,6,32,42,89
5713,8030,259,8,254,83,109,132,4,20,6,26,70,40,166
5714,8031,238,16,282,123,103,90,0,60,20,0,70,40,179
5715,5294,300,32,301,42,109,163,15,22,14,0,59,46,137
5716,8034,252,18,292,98,126,219,64,71,18,20,64,36,123
5717,8036,234,20,235,98,103,240,18,29,16,8,34,14,202
5718,8040,360,26,304,90,138,250,0,6,0,68,57,16,30
5719,8041,237,28,200,98,134,166,18,40,20,36,55,38,116
5720,8043,254,0,281,28,90,66,8,17,28,24,17,54,327
5721,8046,204,10,219,60,54,79,6,25,20,66,19,32,210
5722,4475,117,12,141,50,41,50,0,7,4,10,18,10,172
5723,8048,259,38,271,34,64,108,0,18,26,88,45,18,232
5724,8042,228,8,197,38,12,50,6,6,2,18,9,0,77
5725,8047,165,14,173,29,67,140,6,0,0,4,7,10,245
5726,5472,180,26,240,106,73,83,10,12,18,0,31,12,125
5727,8051,210,32,206,32,22,38,0,0,6,0,6,12,94
5728,8055,358,16,318,60,40,59,6,14,0,12,12,0,63
5729,8056,177,26,240,30,65,42,10,23,18,8,36,16,313
5730,8057,349,8,335,42,45,86,8,23,16,158,75,22,90
5731,8058,125,10,104,58,52,68,0,20,18,6,31,30,89
5732,8061,395,36,334,97,150,428,44,0,0,28,22,26,97
5733,8053,462,30,404,44,143,564,28,10,0,38,40,44,69
5734,8011,156,4,161,10,60,115,0,8,0,0,12,0,111
5735,3804,306,16,274,84,164,210,0,21,4,28,63,20,109
5736,8063,254,20,211,91,90,150,32,32,8,16,21,28,160
5737,8064,275,54,331,185,165,166,20,51,28,18,60,56,233
5738,8068,379,50,352,56,91,194,0,27,8,152,77,8,86
5739,8065,139,20,261,141,93,68,0,68,10,10,53,10,256
5740,2664,201,12,272,42,55,89,20,69,14,0,47,20,107
5741,7681,265,18,234,22,39,150,0,58,0,130,99,10,55
5742,6183,274,30,292,83,138,176,10,48,8,18,74,20,188
5743,8070,246,12,308,194,168,170,20,40,36,0,57,40,252
5744,8071,269,30,293,124,169,170,10,34,20,14,77,32,199
5745,8072,113,4,166,32,42,52,10,20,8,0,55,6,123
5746,8023,141,18,181,74,42,35,0,23,14,0,7,22,165
5747,8074,316,36,270,90,120,214,10,19,10,94,105,44,75
5748,7760,326,22,365,82,133,98,14,46,26,10,64,48,197
5749,1733,346,24,365,203,141,166,12,58,14,24,73,44,115
5750,8076,195,20,203,65,69,66,0,14,30,12,40,58,126
5751,5237,205,10,233,70,149,142,0,32,13,16,106,26,88
5752,8060,391,28,346,64,83,228,8,35,14,36,37,38,181
5753,8078,371,58,324,185,204,254,47,41,18,8,64,42,274
5754,5160,258,40,235,17,83,174,0,0,14,22,44,14,101
5755,8079,79,24,67,6,26,40,0,8,26,24,32,24,17
5756,8080,141,0,184,45,42,70,4,26,8,0,38,22,170
5757,5707,249,30,219,40,50,110,19,16,0,38,12,10,88
5758,8082,150,8,187,70,88,64,8,38,16,6,46,22,192
5759,8083,243,40,186,82,96,148,10,10,14,26,37,30,84
5760,4220,302,18,276,100,164,210,18,8,0,6,24,30,177
5761,8085,344,18,346,121,160,302,8,25,8,22,48,34,240
5762,8086,137,12,134,0,16,102,0,20,6,0,31,6,80
5763,8087,516,28,515,91,89,161,10,47,66,46,62,89,98
5764,7779,400,34,366,118,138,262,10,34,16,24,51,50,111
5765,5893,155,20,183,78,23,72,0,10,14,8,28,36,94
5766,8091,262,16,251,56,78,115,30,28,0,16,33,0,145
5767,8094,157,13,186,22,62,74,0,12,14,26,29,26,247
5768,8096,311,22,282,57,83,140,30,14,4,4,23,44,254
5769,8101,195,24,162,71,43,106,16,12,22,40,11,20,124
5770,8007,212,18,230,33,26,46,0,14,14,2,11,48,42
5771,8102,499,38,437,103,209,571,10,30,0,38,83,0,122
5772,8103,227,18,224,82,71,128,0,12,30,4,15,66,126
5773,8106,235,42,254,84,76,77,18,57,36,12,35,36,211
5774,8104,303,32,290,116,125,227,25,30,10,0,45,20,189
5775,6334,215,16,219,72,118,122,14,34,19,6,45,6,149
5776,8107,177,18,208,91,105,86,28,36,12,4,48,8,148
5777,8108,189,22,160,114,110,88,16,0,8,8,40,12,137
5778,8110,317,8,337,74,74,74,10,51,0,46,69,10,100
5779,8111,237,20,233,144,116,152,0,56,18,34,76,38,108
5780,8113,180,0,185,45,15,90,10,0,0,0,0,10,122
5781,8116,333,32,289,122,199,291,20,45,8,28,42,26,131
5782,1566,266,18,332,116,98,146,0,25,36,8,74,34,165
5783,8117,512,48,425,74,74,244,40,10,24,58,20,62,122
5784,5888,362,30,299,40,98,228,48,8,0,62,4,6,134
5785,7872,132,0,152,62,67,18,0,14,10,0,15,10,187
5786,7380,259,24,227,107,102,152,26,12,6,20,24,34,116
5787,8119,306,44,300,94,80,83,0,34,32,30,83,54,70
5788,1613,174,6,203,71,112,104,26,47,8,12,44,14,275
5789,8109,244,22,264,60,114,164,20,24,8,6,61,8,195
5790,2745,158,40,198,93,18,25,18,6,22,6,22,22,115
5791,6867,336,12,340,148,103,125,18,43,26,16,45,30,267
5792,8122,175,10,227,67,68,82,4,58,14,6,38,14,242
5793,8123,217,8,196,76,18,24,0,0,16,6,6,0,109
5794,8125,150,0,255,95,120,78,10,60,26,0,61,32,288
5795,8038,335,14,340,128,160,166,28,59,18,54,74,56,269
5796,7916,248,10,236,80,68,124,0,48,10,26,46,18,135
5797,8126,192,16,240,64,108,121,20,54,6,0,46,20,146
5798,5016,307,18,245,39,88,124,18,17,12,64,37,32,78
5799,8032,227,32,222,26,79,116,16,38,20,54,86,26,140
5800,6574,277,22,261,28,86,162,6,20,18,36,33,56,119
5801,35,259,4,263,86,72,95,10,24,0,4,53,6,246
5802,8134,311,28,285,62,72,162,8,24,14,56,27,28,151
5803,6010,413,62,363,88,165,284,0,32,34,8,74,72,132
5804,8137,530,34,449,87,96,248,34,20,28,28,25,36,116
5805,8139,212,24,211,38,111,215,16,8,6,6,17,18,206
5806,8141,163,18,162,30,103,114,28,0,8,46,4,0,222
5807,6265,353,22,305,8,61,384,0,34,14,52,54,14,34
5808,8142,97,0,136,34,41,60,16,34,4,2,27,12,193
5809,8143,211,16,241,86,120,122,16,72,8,0,83,16,151
5810,8144,304,14,310,143,138,156,28,83,26,24,91,16,253
5811,8129,40,16,51,11,23,28,0,6,16,0,7,22,77
5812,8146,254,26,230,26,104,182,36,14,21,10,26,36,149
5813,8148,185,4,184,65,66,144,0,6,8,8,18,6,172
5814,8150,333,24,332,110,99,151,18,75,22,24,73,48,180
5815,8152,201,10,246,41,88,74,20,17,4,8,15,44,151
5816,8006,203,0,193,56,97,94,27,14,10,2,18,18,196
5817,8140,133,6,121,54,46,43,0,8,8,2,15,18,120
5818,3755,242,36,207,18,14,24,22,0,16,22,12,18,97
5819,5736,162,10,202,40,137,124,10,22,0,8,23,0,261
5820,8154,259,20,272,164,96,122,10,40,16,20,59,34,340
5821,8155,95,8,145,118,23,34,0,20,8,0,29,14,209
5822,8159,251,6,267,19,92,154,16,36,0,70,73,0,198
5823,3196,260,14,243,68,86,218,30,20,0,12,34,16,94
5824,6436,295,30,313,108,218,265,24,49,14,14,68,24,228
5825,8163,180,0,206,58,55,76,20,32,18,42,25,34,155
5826,8164,224,10,270,116,110,111,8,25,12,18,55,78,274
5827,8172,98,0,111,55,15,35,0,40,18,0,22,34,96
5828,8173,185,18,192,52,78,133,0,28,0,10,14,0,178
5829,8174,249,18,280,141,119,195,0,41,14,2,55,28,140
5830,8170,217,34,225,21,22,66,8,0,3,6,15,13,82
5831,8176,255,0,275,95,140,148,20,48,16,10,51,34,250
5832,8177,283,70,275,66,82,146,18,28,16,16,48,52,63
5833,8179,413,42,352,105,84,114,16,6,28,14,19,58,104
5834,1136,472,8,400,58,38,206,6,0,0,72,27,8,58
5835,8180,268,14,242,60,137,366,20,9,0,22,20,26,49
5836,8181,202,28,239,67,73,84,34,51,11,18,62,37,213
5837,8182,246,18,283,117,86,80,24,30,52,8,37,74,257
5838,7877,78,12,65,42,25,26,8,16,38,10,12,32,31
5839,8184,141,8,204,62,24,52,13,20,16,0,16,14,207
5840,8167,327,20,315,116,165,278,24,43,18,6,42,24,320
5841,8185,218,26,183,93,90,103,36,30,12,30,36,26,182
5842,8186,252,44,278,155,100,104,20,28,14,14,43,18,171
5843,8188,349,8,384,128,217,320,52,67,8,30,108,42,315
5844,890,199,16,224,88,29,40,27,8,12,8,17,34,116
5845,8189,291,32,325,84,118,286,54,60,13,8,59,21,297
5846,8190,206,26,231,118,92,76,18,50,18,14,62,24,197
5847,4866,245,16,245,73,80,58,0,22,42,31,39,40,164
5848,8191,296,32,266,76,146,302,12,18,6,20,32,24,108
5849,8192,212,10,241,35,27,54,14,14,17,20,18,21,60
5850,8193,224,30,248,58,76,158,28,24,18,20,36,28,293
5851,8121,311,34,253,16,78,344,38,8,0,32,13,0,164
5852,8195,266,34,214,66,126,272,34,4,0,8,25,18,54
5853,8199,156,42,193,140,85,58,10,30,27,10,50,16,187
5854,7468,364,32,331,66,124,219,18,28,28,8,23,38,122
5855,8203,152,10,161,49,25,44,10,22,6,0,27,20,149
5856,8204,335,46,315,88,99,170,0,32,30,46,61,30,145
5857,8205,541,26,463,146,166,216,8,32,26,22,41,46,90
5858,8207,347,8,323,46,58,132,18,34,18,18,43,62,174
5859,8081,432,26,329,22,148,481,22,8,0,52,27,16,44
5860,431,236,20,245,60,100,134,6,40,30,6,57,40,181
5861,8209,316,6,268,50,33,40,6,10,27,6,7,51,202
5862,8183,422,64,370,16,35,199,0,40,10,100,98,6,35
5863,8212,175,8,202,47,88,167,16,54,0,4,42,4,146
5864,5172,310,44,326,156,144,154,6,62,14,36,87,38,203
5865,7222,260,46,239,105,74,115,0,27,14,14,55,22,101
5866,8219,292,18,292,70,80,98,8,19,28,16,23,80,184
5867,8218,462,18,423,126,137,269,0,30,8,60,115,34,79
5868,8220,255,26,225,115,125,82,60,8,8,18,9,8,278
5869,8221,201,20,232,131,100,130,10,58,30,0,59,56,226
5870,8222,275,10,294,146,127,143,30,65,20,28,95,50,260
5871,8223,401,30,369,135,208,289,16,48,10,88,148,20,95
5872,8224,315,10,279,91,22,76,34,16,0,26,13,0,132
5873,8099,283,24,344,99,151,319,21,19,10,8,69,12,156
5874,8225,145,18,191,61,48,79,8,28,0,0,40,26,152
5875,8226,314,26,301,81,74,104,10,16,18,76,61,32,69
5876,8227,165,16,183,76,101,57,6,36,6,14,27,12,159
5877,8171,276,10,241,46,120,196,0,16,10,46,62,46,76
5878,8232,214,6,218,95,84,106,0,32,6,14,53,36,138
5879,8234,275,36,289,124,102,110,10,13,26,34,37,36,256
5880,8235,207,16,218,61,107,98,0,47,10,8,64,24,162
5881,8236,93,10,76,58,54,74,0,0,0,12,11,20,11
5882,7851,217,8,225,11,35,75,0,12,26,8,23,66,89
5883,8237,344,30,355,129,161,323,28,50,16,22,91,30,235
5884,2003,363,18,347,53,90,290,0,60,8,86,101,22,36
5885,8238,318,18,297,90,77,110,0,21,16,16,56,68,96
5886,8239,436,28,440,83,60,70,0,10,45,10,15,131,207
5887,8240,274,18,258,81,128,124,28,9,12,0,56,30,315
5888,3979,265,18,266,63,45,93,6,16,10,0,21,16,103
5889,8151,300,16,296,26,36,92,0,26,10,134,102,0,33
5890,7195,162,4,192,24,32,43,0,29,30,26,27,38,153
5891,8242,200,0,268,36,101,116,18,36,20,0,65,44,266
5892,8243,220,26,224,108,88,92,14,38,10,0,52,38,219
5893,8244,178,26,190,115,75,86,8,20,18,10,44,40,237
5894,8241,370,50,314,113,91,143,41,22,16,26,46,8,170
5895,8231,236,30,218,53,97,170,10,24,0,52,55,18,159
5896,8247,338,54,302,128,145,136,16,38,30,18,72,42,146
5897,6720,170,24,153,46,44,126,0,14,0,34,59,32,70
5898,8228,347,20,335,61,27,98,20,76,4,40,75,36,120
5899,8250,320,42,283,96,42,102,22,18,30,36,19,40,152
5900,8251,198,10,206,104,86,82,10,34,0,10,60,2,163
5901,8249,278,10,271,46,124,404,34,6,0,24,39,0,145
5902,8252,166,6,163,107,76,62,6,30,14,22,30,8,152
5903,6072,195,18,242,53,59,144,0,22,16,0,55,54,78
5904,8254,298,50,288,100,198,216,60,34,48,0,34,60,253
5905,5709,39,0,57,16,8,6,6,6,0,0,16,0,128
5906,8257,208,16,216,147,122,116,6,31,18,8,51,48,152
5907,8127,206,24,239,93,95,82,0,9,6,0,47,26,151
5908,7889,297,10,298,0,39,150,0,2,41,12,28,53,131
5909,8259,208,30,208,111,50,80,4,42,10,10,50,20,157
5910,1697,324,48,291,50,72,164,16,27,6,34,66,38,135
5911,8262,342,0,312,10,30,120,0,0,0,8,0,8,69
5912,5826,187,10,218,60,57,73,4,24,23,0,52,49,87
5913,8263,397,0,375,8,48,156,0,8,0,170,88,0,15
5914,8229,540,20,467,81,81,208,0,20,0,212,113,30,55
5915,8265,270,10,253,104,120,164,10,26,6,30,67,38,190
5916,6909,393,46,376,162,196,228,28,45,46,42,88,46,188
5917,8267,251,24,240,87,117,168,14,38,10,46,49,44,161
5918,8269,507,34,417,105,89,288,16,24,24,84,77,42,88
5919,8270,402,18,370,14,28,44,8,0,0,150,103,26,13
5920,8202,268,30,238,80,75,203,10,24,20,8,44,45,191
5921,7967,298,8,309,122,183,258,16,39,14,20,62,30,177
5922,8272,140,10,211,91,124,88,12,70,18,0,46,18,206
5923,8275,259,10,249,68,99,297,52,32,4,46,56,20,34
5924,8277,337,26,322,89,117,264,0,20,14,62,81,62,45
5925,8279,465,16,396,120,86,102,6,34,10,8,36,30,72
5926,8278,452,36,399,145,110,264,44,18,18,14,19,44,271
5927,8276,245,12,248,44,96,234,4,48,3,0,64,3,120
5928,8280,258,38,247,18,105,339,8,8,10,18,38,10,63
5929,8273,173,4,226,34,80,49,0,39,6,4,60,34,160
5930,8281,249,24,228,64,135,188,14,33,0,22,64,24,124
5931,5632,192,8,236,80,107,130,20,30,0,0,29,8,136
5932,8230,154,22,150,76,98,118,16,28,12,2,32,30,181
5933,8284,141,0,194,42,20,86,0,30,12,0,22,28,166
5934,4923,275,30,242,56,103,304,18,20,10,20,52,18,82
5935,8285,195,30,185,90,85,120,0,25,10,40,40,40,60
5936,8286,286,16,314,78,117,171,18,49,47,14,86,41,176
5937,8187,351,38,265,48,124,428,0,0,0,10,8,10,24
5938,8288,186,8,227,47,68,49,8,24,8,0,53,14,189
5939,8289,198,32,198,42,63,76,10,29,16,42,25,20,230
5940,2062,379,20,329,89,82,166,18,14,10,14,17,56,91
5941,161,150,16,158,25,26,82,0,19,4,0,25,12,89
5942,8292,228,4,215,74,38,30,10,4,0,4,18,8,128
5943,6161,196,10,208,34,138,206,46,24,0,8,15,8,219
5944,8293,181,20,153,6,47,179,0,15,0,0,21,14,116
5945,2562,197,0,234,116,60,64,16,78,8,20,68,0,100
5946,8296,262,16,280,121,83,132,14,35,0,30,29,8,155
5947,280,176,30,199,29,103,128,10,39,0,8,27,26,251
5948,8298,307,38,291,96,139,210,42,69,2,52,61,8,211
5949,7645,184,22,216,77,97,98,22,58,6,0,69,6,209
5950,8299,173,26,181,86,74,94,0,40,16,26,50,42,64
5951,7738,326,16,331,89,75,338,0,24,10,38,41,20,140
5952,8300,201,14,224,99,58,81,6,6,6,0,74,4,141
5953,4127,302,26,309,72,146,166,52,20,20,26,37,46,290
5954,8302,364,31,386,137,186,225,20,69,26,36,78,56,254
5955,8303,291,32,238,98,28,78,24,10,14,10,13,14,143
5956,8304,53,24,85,56,32,40,8,24,8,0,28,8,117
5957,5466,172,32,185,34,50,62,44,7,18,16,36,32,169
5958,8305,389,27,444,177,197,184,0,63,32,20,86,46,228
5959,6009,202,10,220,102,93,94,0,20,0,0,41,16,145
5960,1881,190,10,209,20,152,167,14,13,0,10,4,10,172
5961,8306,237,36,271,101,101,124,8,52,14,16,99,38,184
5962,8307,142,14,149,56,53,80,0,30,6,14,33,26,86
5963,211,225,18,231,56,95,96,32,29,0,8,59,14,110
5964,4878,262,16,311,100,107,118,22,42,0,0,63,20,139
5965,8312,370,22,337,34,19,65,34,14,6,34,19,6,88
5966,8313,356,34,372,132,147,229,22,56,28,28,71,60,265
5967,8314,165,14,216,33,70,52,0,28,46,12,68,40,149
5968,8315,199,16,237,63,95,82,8,56,12,6,57,46,261
5969,8316,299,10,276,64,88,188,10,10,6,32,52,26,102
5970,2582,187,6,217,16,88,114,0,24,24,28,28,14,152
5971,6595,149,15,175,53,58,103,0,18,18,4,23,6,157
5972,8321,161,26,164,76,18,124,0,9,0,0,42,0,98
5973,4579,198,22,228,67,121,96,0,26,34,0,54,30,155
5974,8317,220,18,232,30,85,133,18,21,6,6,22,20,147
